skip	dateOrder	dateShipment	dateCelebration	instagram	name	phoneNumber	city	novaPoshta	paymentDate	sentDate	description	paymentCheck	sentCheck
435	2018-07-25	2018-07-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-25	2018-07-25		1	1
436	2018-07-25	2018-08-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-06	2018-08-06		1	1
437	2018-07-25	2018-07-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-30	2018-07-30		1	1
438	2018-07-25	2018-07-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-28	2018-07-28		1	1
439	2018-07-26	2018-07-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-27	2018-07-27		1	1
440	2018-07-26	2018-08-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-03	2018-08-03		1	1
441	2018-07-26	2018-07-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-30	2018-07-30		1	1
442	2018-07-26	2018-08-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-02	2018-08-02		1	1
443	2018-07-27	2018-07-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-28	2018-07-28		1	1
444	2018-07-27	2018-07-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-28	2018-07-28		1	1
445	2018-07-27	2018-07-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-30	2018-07-30		1	1
446	2018-07-27	2018-07-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-31	2018-07-31		1	1
447	2018-07-28	2018-07-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-31	2018-07-31		1	1
448	2018-07-28	2018-08-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-03	2018-08-03		1	1
449	2018-07-28	2018-08-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-06	2018-08-06		1	1
450	2018-07-30	2018-07-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-31	2018-07-31		1	1
451	2018-07-30	2018-07-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-07-31	2018-07-31		1	1
452	2018-07-30	2018-08-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-01	2018-08-01		1	1
453	2018-08-01	2018-08-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-01	2018-08-01		1	1
454	2018-07-31	2018-08-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-06	2018-08-06		1	1
455	2018-07-31	2018-08-07		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-07	2018-08-07		1	1
456	2018-07-31	2018-08-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-06	2018-08-06		1	1
457	2018-07-31	2018-08-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-01	2018-08-01		1	1
458	2018-07-29	2018-08-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-01	2018-08-01		1	1
459	2018-08-01	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
460	2018-08-01	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
461	2018-08-01	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
462	2018-08-01	2018-08-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-12	2018-08-12		1	1
463	2018-08-01	2018-08-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-02	2018-08-02		1	1
464	2018-08-02	2018-08-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-11	2018-08-11		1	1
465	2018-08-02	2018-08-07		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-07	2018-08-07		1	1
466	2018-08-02	2018-08-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-15	2018-08-15		1	1
467	2018-08-02	2018-08-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-12	2018-08-12		1	1
468	2018-08-02	2018-08-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-03	2018-08-03		1	1
469	2018-08-04	2018-08-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-09	2018-08-09		1	1
470	2018-08-04	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
471	2018-08-04	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
472	2018-08-05	2018-08-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-10	2018-08-10		1	1
473	2018-08-05	2018-08-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-09	2018-08-09		1	1
474	2018-08-05	2018-08-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-09	2018-08-09		1	1
475	2018-08-05	2018-08-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-09	2018-08-09		1	1
476	2018-08-05	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
477	2018-08-06	2018-08-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-08	2018-08-08		1	1
478	2018-08-06	2018-08-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-11	2018-08-11		1	1
479	2018-08-06	2018-08-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-14	2018-08-14		1	1
480	2018-08-07	2018-08-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-11	2018-08-11		1	1
481	2018-08-08	2018-08-13		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-13	2018-08-13		1	1
482	2018-08-08	2018-08-13		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-13	2018-08-13		1	1
483	2018-08-08	2018-08-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-09	2018-08-09		1	1
484	2018-08-11	2018-08-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-12	2018-08-12		1	1
485	2018-08-11	2018-08-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-12	2018-08-12		1	1
486	2018-08-11	2018-08-13		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-13	2018-08-13		1	1
487	2018-08-11	2018-08-13		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-13	2018-08-13		1	1
488	2018-08-10	2018-08-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-14	2018-08-14		1	1
489	2018-08-10	2018-08-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-14	2018-08-14		1	1
490	2018-08-09	2018-08-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-14	2018-08-14		1	1
491	2018-08-12	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
492	2018-08-12	2018-08-16		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-16	2018-08-16		1	1
493	2018-08-12	2018-08-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-15	2018-08-15		1	1
494	2018-08-12	2018-08-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-17	2018-08-17		1	1
495	2018-08-12	2018-08-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-17	2018-08-17		1	1
496	2018-08-13	2018-08-13		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-13	2018-08-13		1	1
497	2018-08-13	2018-08-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-14	2018-08-14		1	1
498	2018-08-13	2018-08-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-15	2018-08-15		1	1
499	2018-08-13	2018-08-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-17	2018-08-17		1	1
500	2018-08-13	2018-08-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-15	2018-08-15		1	1
501	2018-08-14	2018-08-16		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-16	2018-08-16		1	1
502	2018-08-14	2018-08-16		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-16	2018-08-16		1	1
503	2018-08-14	2018-08-21		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-21	2018-08-21		1	1
504	2018-08-14	2018-08-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-20	2018-08-20		1	1
505	2018-08-14	2018-08-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-30	2018-08-30		1	1
506	2018-08-15	2001-08-15		zaglushka	Заглушка	80620000000	Донецк	1	2001-08-15	2001-08-15		1	1
507	2018-08-15	2018-08-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-20	2018-08-20		1	1
508	2018-08-15	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
509	2018-08-15	2018-08-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-20	2018-08-20		1	1
510	2018-08-12	2018-08-16		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-16	2018-08-16		1	1
511	2018-08-15	2018-08-22		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-22	2018-08-22		1	1
512	2018-08-15	2018-08-16		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-16	2018-08-16		1	1
513	2018-08-16	2018-08-21		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-21	2018-08-21		1	1
514	2018-08-17	2018-08-21		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-21	2018-08-21		1	1
515	2018-08-16	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
516	2018-08-17	2018-08-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-24	2018-08-24		1	1
517	2018-08-17	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
518	2018-08-17	2018-08-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-24	2018-08-24		1	1
519	2018-08-16	2018-08-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-20	2018-08-20		1	1
520	2018-08-16	2018-09-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-01	2018-09-01		1	1
521	2018-08-17	2018-09-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-01	2018-09-01		1	1
522	2018-08-18	2018-08-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-20	2018-08-20		1	1
523	2018-08-18	2018-08-22		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-22	2018-08-22		1	1
524	2018-08-19	2018-08-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-26	2018-08-26		1	1
525	2018-08-19	2018-08-22		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-22	2018-08-22		1	1
526	2018-08-20	2018-08-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-24	2018-08-24		1	1
527	2018-08-20	2018-08-22		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-22	2018-08-22		1	1
528	2018-08-20	2018-08-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-26	2018-08-26		1	1
529	2018-08-20	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
530	2018-08-20	2018-08-22		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-22	2018-08-22		1	1
531	2018-08-20	2018-08-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-27	2018-08-27		1	1
532	2018-08-20	2018-08-23		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-23	2018-08-23		1	1
533	2018-08-20	2018-08-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-26	2018-08-26		1	1
534	2018-08-20	2018-08-23		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-23	2018-08-23		1	1
535	2018-08-21	2018-09-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-03	2018-09-03		1	1
536	2018-08-23	2018-08-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-27	2018-08-27		1	1
537	2018-08-22	2018-08-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-27	2018-08-27		1	1
538	2018-08-22	2018-09-04		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-04	2018-09-04		1	1
539	2018-08-22	2018-08-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-27	2018-08-27		1	1
540	2018-08-23	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
541	2018-08-23	2018-09-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-03	2018-09-03		1	1
542	2018-08-25	2018-08-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-25	2018-08-25		1	1
543	2018-08-24	2018-09-05		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-05	2018-09-05		1	1
544	2018-08-24	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
545	2018-08-25	2018-08-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-26	2018-08-26		1	1
546	2018-08-26	2018-08-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-27	2018-08-27		1	1
547	2018-08-26	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
548	2018-08-27	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
549	2018-08-27	2018-08-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-28	2018-08-28		1	1
550	2018-08-27	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
551	2018-08-27	2018-09-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-06	2018-09-06		1	1
552	2018-08-27	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
553	2018-08-27	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
554	2018-08-27	2018-08-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-30	2018-08-30		1	1
555	2018-08-26	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
556	2018-08-28	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
557	2018-08-28	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
558	2018-08-28	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
559	2018-08-29	2018-08-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-29	2018-08-29		1	1
560	2018-08-29	2018-08-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-30	2018-08-30		1	1
561	2018-08-29	2018-08-30		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-30	2018-08-30		1	1
562	2018-08-29	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
563	2018-08-29	2018-08-31		zaglushka	Заглушка	80620000000	Донецк	1	2018-08-31	2018-08-31		1	1
564	2018-08-29	2018-09-06		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-06	2018-09-06		1	1
565	2018-08-31	2018-09-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-02	2018-09-02		1	1
566	2018-08-31	2018-09-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-01	2018-09-01		1	1
567	2018-08-28	2018-09-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-02	2018-09-02		1	1
568	2018-08-30	2018-09-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-02	2018-09-02		1	1
569	2018-08-30	2018-09-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-02	2018-09-02		1	1
570	2018-08-30	2018-09-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-03	2018-09-03		1	1
571	2018-08-29	2018-09-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-02	2018-09-02		1	1
572	2018-08-29	2018-09-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-01	2018-09-01		1	1
573	2018-09-02	2018-09-04		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-04	2018-09-04		1	1
574	2018-09-03	2018-09-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-03	2018-09-03		1	1
575	2018-09-03	2018-09-05		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-05	2018-09-05		1	1
576	2018-09-03	2018-09-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-10	2018-09-10		1	1
577	2018-09-04	2018-09-04		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-04	2018-09-04		1	1
578	2018-09-04	2018-09-05		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-05	2018-09-05		1	1
579	2018-09-07	2018-09-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-10	2018-09-10		1	1
580	2018-09-06	2018-09-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-11	2018-09-11		1	1
581	2018-09-06	2018-09-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-14	2018-09-14		1	1
582	2018-09-07	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
583	2018-09-06	2018-09-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-10	2018-09-10		1	1
584	2018-09-10	2018-09-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-10	2018-09-10		1	1
585	2018-09-09	2018-09-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-17	2018-09-17		1	1
586	2018-09-09	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
587	2018-09-08	2018-09-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-09	2018-09-09		1	1
588	2018-09-09	2018-09-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-15	2018-09-15		1	1
589	2018-09-09	2018-09-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-14	2018-09-14		1	1
590	2018-09-08	2018-09-15		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-15	2018-09-15		1	1
591	2018-09-08	2018-09-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-10	2018-09-10		1	1
592	2018-09-03	2018-09-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-11	2018-09-11		1	1
593	2018-09-07	2018-09-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-11	2018-09-11		1	1
594	2018-09-10	2018-09-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-12	2018-09-12		1	1
595	2018-09-10	2018-09-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-14	2018-09-14		1	1
596	2018-09-11	2018-09-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-12	2018-09-12		1	1
597	2018-09-11	2018-09-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-12	2018-09-12		1	1
598	2018-09-12	2018-09-14		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-14	2018-09-14		1	1
599	2018-09-11	2018-09-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-17	2018-09-17		1	1
600	2018-09-11	2018-09-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-17	2018-09-17		1	1
601	2018-09-13	2018-09-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-17	2018-09-17		1	1
602	2018-09-13	2018-09-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-28	2018-09-28		1	1
603	2018-09-15	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
604	2018-09-14	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
605	2018-09-14	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
606	2018-09-14	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
607	2018-09-14	2018-09-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-17	2018-09-17		1	1
608	2018-09-14	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
609	2018-09-14	2018-09-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-20	2018-09-20		1	1
610	2018-09-14	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
611	2018-09-16	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
612	2018-09-16	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
613	2018-09-18	2018-09-21		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-21	2018-09-21		1	1
614	2018-09-17	2018-09-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-28	2018-09-28		1	1
615	2018-09-18	2018-09-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-20	2018-09-20		1	1
616	2018-09-17	2018-09-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-24	2018-09-24		1	1
617	2018-09-16	2018-09-20		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-20	2018-09-20		1	1
618	2018-09-17	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
619	2018-09-17	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
620	2018-09-17	2018-09-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-24	2018-09-24		1	1
621	2018-09-17	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
622	2018-09-16	2018-09-18		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-18	2018-09-18		1	1
623	2018-09-16	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
624	2018-09-16	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
625	2018-09-13	2018-09-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-19	2018-09-19		1	1
626	2018-09-19	2018-09-24		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-24	2018-09-24		1	1
627	2018-09-19	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
628	2018-09-19	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
629	2018-09-21	2018-09-25		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-25	2018-09-25		1	1
630	2018-08-20	2018-09-21		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-21	2018-09-21		1	1
631	2018-09-25	2018-09-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-26	2018-09-26		1	1
632	2018-09-24	2018-09-28		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-28	2018-09-28		1	1
633	2018-09-24	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
634	2018-09-24	2018-09-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-26	2018-09-26		1	1
635	2018-09-25	2018-09-26		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-26	2018-09-26		1	1
636	2018-09-24	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
637	2018-09-20	2018-10-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-03	2018-10-03		1	1
638	2018-09-23	2018-10-03		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-03	2018-10-03		1	1
639	2018-09-26	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
640	2018-09-26	2018-09-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-29	2018-09-29		1	1
641	2018-09-26	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
642	2018-09-26	2018-10-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-11	2018-10-11		1	1
643	2018-09-26	2018-09-27		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-27	2018-09-27		1	1
644	2018-09-26	2018-10-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-01	2018-10-01		1	1
645	2018-09-30	2018-10-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-11	2018-10-11		1	1
646	2018-09-27	2018-10-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-02	2018-10-02		1	1
647	2018-09-30	2018-10-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-02	2018-10-02		1	1
648	2018-09-30	2018-10-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-02	2018-10-02		1	1
649	2018-09-29	2018-10-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-01	2018-10-01		1	1
650	2018-09-28	2018-10-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-01	2018-10-01		1	1
651	2018-09-28	2018-09-29		zaglushka	Заглушка	80620000000	Донецк	1	2018-09-29	2018-09-29		1	1
652	2018-10-01	2018-10-02		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-02	2018-10-02		1	1
653	2018-10-01	2018-10-01		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-01	2018-10-01		1	1
654	2018-10-01	2018-10-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-11	2018-10-11		1	1
655	2018-10-01	2018-10-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-08	2018-10-08		1	1
656	2018-10-01	2018-10-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-08	2018-10-08		1	1
657	2018-10-02	2018-10-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-17	2018-10-17		1	1
658	2018-10-03	2018-10-04		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-04	2018-10-04		1	1
659	2018-10-03	2018-10-04		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-04	2018-10-04		1	1
660	2018-10-03	2018-10-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-08	2018-10-08		1	1
661	2018-10-03	2018-10-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-08	2018-10-08		1	1
662	2018-10-03	2018-10-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-09	2018-10-09		1	1
663	2018-10-05	2018-10-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-09	2018-10-09		1	1
664	2018-10-05	2018-10-09		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-09	2018-10-09		1	1
665	2018-10-07	2018-10-08		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-08	2018-10-08		1	1
666	2018-10-08	2018-10-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-12	2018-10-12		1	1
667	2018-10-08	2018-10-11		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-11	2018-10-11		1	1
668	2018-10-09	2018-10-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-12	2018-10-12		1	1
669	2018-10-09	2018-10-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-17	2018-10-17		1	1
670	2018-10-10	2018-10-17		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-17	2018-10-17		1	1
671	2018-10-09	2018-10-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-12	2018-10-12		1	1
672	2018-10-10	2018-10-12		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-12	2018-10-12		1	1
673	2018-10-10	2018-10-10		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-10	2018-10-10		1	1
674	2018-10-10	2018-10-19		zaglushka	Заглушка	80620000000	Донецк	1	2018-10-19	2018-10-19		1	1
